Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Order Ids
2021-01-05T17:00:00Z,"EURUSD",2021-01-06T01:00:00Z,Buy,1.22952,1.23096,46000,66.24,0,-8.05,66.24,44.16,1,"	176,178" 
2021-01-06T02:00:00Z,"EURUSD",2021-01-07T02:00:00Z,Sell,1.22886,1.23313,46000,-196.42,0,-237.36,44.85,282.21,0,"	179,180" 
2021-01-07T03:00:00Z,"EURUSD",2021-01-15T10:00:00Z,Sell,1.23206,1.21412,46000,825.24,0,-32.2,935.87,368,1,"	181,184" 
2021-01-15T09:00:00Z,"EURUSD",2021-01-15T13:00:00Z,Sell,1.21306,1.21162,23000,33.12,0,-453.1,33.12,24.38,1,"	183,185" 
2021-01-15T09:00:00Z,"EURUSD",2021-02-04T09:00:00Z,Sell,1.21306,1.19966,23000,308.2,0,-453.1,315.79,286.81,1,"	183,188" 
2021-02-04T07:00:00Z,"EURUSD",2021-02-04T09:00:00Z,Sell,1.20109,1.19939,46000,78.2,0,-1456.82,80.96,15.18,1,"	186,190" 
2021-02-04T10:00:00Z,"EURUSD",2021-02-04T11:00:00Z,Sell,1.19849,1.19957,93000,-100.44,0,-100.44,0,100.44,0,"	191,192" 
2021-02-04T16:00:00Z,"EURUSD",2021-02-22T21:00:00Z,Buy,1.19708,1.21511,46000,829.38,0,-76.82,905.28,610.42,1,"	193,195" 
2021-02-22T18:00:00Z,"EURUSD",2021-02-22T21:00:00Z,Buy,1.2166,1.21511,47000,-70.03,0,-995.93,7.52,77.55,0,"	194,195" 
2021-02-22T18:00:00Z,"EURUSD",2021-02-25T06:00:00Z,Buy,1.2166,1.21804,46000,66.24,0,-974.74,66.24,245.87,1,"	194,196" 
2021-03-16T22:00:00Z,"EURUSD",2021-03-17T09:00:00Z,Sell,1.19021,1.18878,46000,65.78,0,-26.22,65.78,49.91,1,"	197,199" 
2021-03-16T22:00:00Z,"EURUSD",2021-03-17T10:00:00Z,Sell,1.19021,1.19114,47000,-43.71,0,-43.71,67.21,110.92,0,"	197,200" 
2021-04-12T10:00:00Z,"EURUSD",2021-04-12T15:00:00Z,Buy,1.19048,1.19064,47000,7.52,0,0,44.18,41.36,1,"	201,204" 
2021-04-13T22:00:00Z,"EURUSD",2021-04-14T07:00:00Z,Buy,1.19525,1.19654,46000,59.34,0,-16.56,77.28,17.94,1,"	205,207" 
2021-04-13T22:00:00Z,"EURUSD",2021-04-15T04:00:00Z,Buy,1.19525,1.1974,47000,101.05,0,-16.92,159.1,74.96,1,"	205,218" 
2021-04-16T12:00:00Z,"EURUSD",2021-04-16T19:00:00Z,Buy,1.19834,1.19728,94000,-99.64,0,-99.64,3.29,102.93,0,"	219,220" 
2021-04-19T08:00:00Z,"EURUSD",2021-06-01T18:00:00Z,Sell,1.19978,1.22311,47000,-1096.51,0,-1230.7,18.1,1248.79,0,"	221,222" 
2021-06-01T18:00:00Z,"EURUSD",2021-06-01T20:00:00Z,Buy,1.22311,1.22197,45000,-51.3,0,-51.3,0,51.3,0,"	222,223" 
2021-06-01T20:00:00Z,"EURUSD",2021-06-03T14:00:00Z,Sell,1.22197,1.21435,23000,175.26,0,-9.08,175.26,90.62,1,"	223,227" 
2021-06-01T20:00:00Z,"EURUSD",2021-06-04T13:00:00Z,Sell,1.22197,1.21684,23000,117.99,0,-9.08,258.64,140.64,1,"	223,228" 
2021-06-01T20:00:00Z,"EURUSD",2021-06-09T07:00:00Z,Sell,1.22197,1.21809,1000,3.88,0,-0.4,11.24,9.12,1,"	223,229" 
2021-06-03T13:00:00Z,"EURUSD",2021-06-09T07:00:00Z,Sell,1.21579,1.21809,45000,-103.5,0,-295.88,227.92,410.62,0,"	225,229" 
2021-06-03T13:00:00Z,"EURUSD",2021-06-11T14:00:00Z,Sell,1.21579,1.21174,1000,4.05,0,-6.58,5.06,10.78,1,"	225,236" 
2021-06-09T12:00:00Z,"EURUSD",2021-06-11T14:00:00Z,Sell,1.21953,1.21174,23000,179.17,0,-65.2,202.52,70.84,1,"	231,236" 
